"install","plot","tag","spec","pltarea","elev","aspect","slope","x","y","si","x97","y97","pplot","time","dbh","priordbh","dbhgrowth","ba","priorba","bagrowth","ht","priorht","htgrowth","cpos","stat","id","numnebs","bacl","bagrcl","rgrplot","rgr","rgrwhole"
2,11,9,"FD",0.05,430,180,15,2.4286049015,-6.187157984,17,16.97,7.83,2.11,79,7,6.7,0.0999999999999999,0.00384846,0.0035256606,0.0001075998,NA,NA,NA,"i","ALIVE",147,NA,1,"12",0.337484800654226,0.139753253648774,0.139753253648774
2,11,20,"FD",0.05,430,180,15,-0.147712634,-7.522368812,17,14.48,6.34,2.11,79,7.3,6.8,0.2,0.0041853966,0.0036316896,0.000184569,NA,NA,NA,"i","ALIVE",155,NA,1,"14",0.566093020299665,0.235775937980016,0.235775937980016
2,11,32,"FD",0.05,430,180,15,-9.155892185,-8.364008218,17,5.54,4.95,2.11,79,6.8,6.3,0.133333333333333,0.0036316896,0.0031172526,0.000171479,NA,NA,NA,"i","ALIVE",163,NA,1,"14",0.590221422786023,0.238626390065169,0.238626390065169
2,11,34,"FD",0.05,430,180,15,-9.572209325,-5.833873826,17,4.97,7.45,2.11,79,7.3,6.6,0.133333333333333,0.0041853966,0.0034212024,0.0002547314,NA,NA,NA,"i","ALIVE",164,NA,1,"15",0.817306637781091,0.336473688302708,0.336473688302708
2,11,35,"FD",0.05,430,180,15,-9.904707377,-4.881799751,17,4.58,8.38,2.11,79,6.7,6.1,0.0666666666666667,0.0035256606,0.0029224734,0.0002010624,NA,NA,NA,"i","ALIVE",165,NA,1,"15",0.726586230226715,0.290093565808332,0.290093565808332
2,11,40,"FD",0.05,430,180,15,-5.783725047,0.8858205294,17,8.341195,14.38844,2.11,79,7.4,7,0.0999999999999999,0.0043008504,0.00384846,0.0001507968,NA,NA,NA,"i","ALIVE",169,NA,1,"14",0.442705678540088,0.186477355644994,0.186477355644994
2,11,49,"FD",0.05,430,180,15,-9.420842276,6.9607495764,17,4.34,20.23,2.11,79,6.1,5.8,0.0333333333333335,0.0029224734,0.0026420856,9.34625999999999e-05,NA,NA,NA,"o","ALIVE",175,NA,1,"11",0.364468363199559,0.142687917412962,0.142687917412962
2,11,51,"FD",0.05,430,180,15,-10.69714255,8.8622115453,17,2.95,22.05,2.11,79,5.7,5.6,0.0666666666666667,0.0025517646,0.0024630144,2.95834000000003e-05,NA,NA,NA,"i","ALIVE",177,NA,1,"2",0.121640491513597,0.0469758416652382,0.0469758416652382
2,11,60,"FD",0.05,430,180,15,-1.767559024,2.6855588822,17,12.24,16.43,2.11,79,6.4,5.7,0.133333333333333,0.0032169984,0.0025517646,0.0002217446,6.4,NA,NA,"o","ALIVE",186,23,1,"15",0.887724414156852,0.345196244017278,0.345196244017278
2,11,62,"FD",0.05,430,180,15,-2.101949673,4.5895239275,17,11.79,18.31,2.11,79,5.8,5.8,0.0999999999999999,0.0026420856,0.0026420856,0,NA,NA,NA,"o","ALIVE",188,NA,1,NA,0,0,0
2,11,63,"FD",0.05,430,180,15,-2.101949673,4.5895239275,17,11.79,18.31,2.11,79,5.9,5.6,0.0333333333333332,0.0027339774,0.0024630144,9.03210000000003e-05,NA,NA,NA,"o","ALIVE",189,21,1,"11",0.371380261700804,0.143421817473514,0.143421817473514
2,11,65,"FD",0.05,430,180,15,1.8169059678,3.4681941287,17,15.77,17.43,2.11,79,7.2,7,0.166666666666667,0.0040715136,0.00384846,7.43512000000002e-05,NA,NA,NA,"i","ALIVE",191,17,1,"10",0.218278494280183,0.0919436961860738,0.0919436961860738
2,11,68,"FD",0.05,430,180,15,2.7453552569,7.0181352433,17,16.48,21.03,2.11,79,7.2,6.9,0.266666666666667,0.0040715136,0.0037392894,0.0001107414,NA,NA,NA,"i","ALIVE",194,NA,1,"12",0.332251651718333,0.139170198161681,0.139170198161681
2,11,74,"FD",0.05,430,180,15,-8.443799727,8.6843179268,17,5.21,22.01,2.11,79,6.5,6.1,0.166666666666667,0.003318315,0.0029224734,0.0001319472,NA,NA,NA,"o","ALIVE",200,NA,1,"13",0.476822213586282,0.190373902561718,0.190373902561718
2,11,76,"FD",0.05,430,180,15,-4.330568663,10.085827904,17,9.23,23.66,2.11,79,7.5,6.6,0.166666666666667,0.004417875,0.0034212024,0.0003322242,NA,NA,NA,"i","ALIVE",202,NA,1,"16",1.06594257281008,0.438833618146081,0.438833618146081
2,11,85,"FD",0.05,430,180,15,10.9890639,7.6460427206,17,24.67,22.16,2.11,79,5.7,5.5,0.0999999999999999,0.0025517646,0.002375835,5.86432000000001e-05,NA,NA,NA,"o","ALIVE",209,NA,1,"8",0.247777473412364,0.0950195187109017,0.0950195187109017
2,11,89,"FD",0.05,430,180,15,8.2561276246,5.8795888402,17,22.05,20.23,2.11,79,5.8,5.6,0.0333333333333335,0.0026420856,0.0024630144,5.96904000000001e-05,NA,NA,NA,"o","ALIVE",212,NA,1,"8",0.245433912080531,0.094783114156409,0.094783114156409
2,11,94,"FD",0.05,430,180,15,9.21372518,-0.74121979,17,23.41,13.68,2.11,79,7,6.3,0.133333333333333,0.00384846,0.0031172526,0.0002437358,NA,NA,NA,"i","ALIVE",215,NA,1,"15",0.838925411624102,0.339177357481943,0.339177357481943
2,11,95,"FD",0.05,430,180,15,9.2834418233,-1.567016127,17,23.53,12.86,2.11,79,7.7,7.1,0.0999999999999999,0.0046566366,0.0039592014,0.0002324784,NA,NA,NA,"i","ALIVE",216,NA,1,"15",0.668044242763772,0.282952575213288,0.282952575213288
2,11,103,"FD",0.05,430,180,15,8.9289957577,-8.017408982,17,23.57,6.4,2.11,79,6,5.7,0.166666666666667,0.00282744,0.0025517646,9.18917999999999e-05,NA,NA,NA,"i","ALIVE",220,NA,1,"11",0.36787635108507,0.143050627686027,0.143050627686027
2,11,110,"FD",0.05,430,180,15,5.2316256368,1.9669314662,17,19.27,16.14,2.11,79,6.7,6.2,0.0999999999999999,0.0035256606,0.0030190776,0.000168861,NA,NA,NA,"o","ALIVE",226,NA,1,"14",0.595421106428516,0.239234291240774,0.239234291240774
2,11,111,"FD",0.05,430,180,15,5.5993792413,4.0483630136,17,19.51,18.24,2.11,79,6.6,6.1,0.2,0.0034212024,0.0029224734,0.000166243,NA,NA,NA,"i","ALIVE",227,NA,1,"14",0.600758146085891,0.239856008187879,0.239856008187879
2,11,116,"FD",0.05,430,180,15,2.7502674519,-3.221262975,17,17.11,10.81,2.11,79,5.7,5.6,0.0333333333333332,0.0025517646,0.0024630144,2.95834000000003e-05,NA,NA,NA,"o","ALIVE",232,22,1,"2",0.121640491513597,0.0469758416652382,0.0469758416652382
2,11,448,"FD",0.05,430,180,15,-2.768867825,-1.89185094,17,11.52,11.8,2.11,79,5.8,5.4,0.0666666666666667,0.0026420856,0.0022902264,0.0001172864,NA,NA,NA,"o","ALIVE",238,19,1,"13",0.50947476643762,0.193986901194689,0.193986901194689
2,11,449,"FD",0.05,430,180,15,-2.230913618,4.9380469556,17,11.64,18.65,2.11,79,6.2,5.9,0.0999999999999999,0.0030190776,0.0027339774,9.50334e-05,NA,NA,NA,"o","ALIVE",239,18,1,"11",0.361152018820381,0.142333334973002,0.142333334973002
2,11,451,"FD",0.05,430,180,15,7.2507866185,-5.97114065,17,21.77,8.34,2.11,79,5.3,5.2,0.0999999999999999,0.0022061886,0.0021237216,2.74889999999999e-05,NA,NA,NA,"o","ALIVE",240,NA,1,"2",0.126409270446075,0.047429655507339,0.047429655507339
2,11,1,"FD",0.05,430,180,15,0.6815951893,-1.662066044,17,14.95,12.24,2.11,82,6.7,6.1,0.2,0.0035256606,0.0029224734,0.0002010624,NA,6,NA,"o","ALIVE",140,27,1,"15",0.871916621891933,0.290093565808332,0.290093565808332
2,11,5,"FD",0.05,430,180,15,3.5706302894,-4.22321348,17,17.99,9.86,2.11,82,6.7,6.4,0.0666666666666667,0.0035256606,0.0032169984,0.0001028874,NA,NA,NA,"o","ALIVE",143,21,1,"12",0.412765330469878,0.140671398485163,0.140671398485163
2,11,7,"FD",0.05,430,180,15,2.7314337658,-5.003437291,17,17.2,9.03,2.11,82,7.1,6.9,0.1,0.0039592014,0.0037392894,7.33039999999997e-05,10,8.9,0.366666666666667,"i","ALIVE",145,NA,1,"10",0.260318013326318,0.0921221169864549,0.0921221169864549
2,11,9,"FD",0.05,430,180,15,2.4286049015,-6.187157984,17,16.97,7.83,2.11,82,7.3,7,-0.0666666666666667,0.0041853966,0.00384846,0.0001123122,NA,NA,NA,"i","ALIVE",147,NA,1,"12",0.389647986885973,0.138886780506428,0.138886780506428
2,11,20,"FD",0.05,430,180,15,-0.147712634,-7.522368812,17,14.48,6.34,2.11,82,7.9,7.3,0.133333333333333,0.0049016814,0.0041853966,0.0002387616,NA,NA,NA,"c","ALIVE",155,NA,1,"15",0.773861390479301,0.281693376891866,0.281693376891866
2,11,32,"FD",0.05,430,180,15,-9.155892185,-8.364008218,17,5.54,4.95,2.11,82,7.2,6.8,0.0999999999999999,0.0040715136,0.0036316896,0.000146608,NA,NA,NA,"i","ALIVE",163,NA,1,"14",0.533105503255989,0.187283014565686,0.187283014565686
2,11,34,"FD",0.05,430,180,15,-9.572209325,-5.833873826,17,4.97,7.45,2.11,82,7.7,7.3,0.0666666666666667,0.0046566366,0.0041853966,0.00015708,8.3,NA,NA,"i","ALIVE",164,NA,1,"14",0.509119335841645,0.185324590060438,0.185324590060438
2,11,35,"FD",0.05,430,180,15,-9.904707377,-4.881799751,17,4.58,8.38,2.11,82,6.9,6.7,0.0666666666666664,0.0037392894,0.0035256606,7.12096000000002e-05,NA,NA,NA,"i","ALIVE",165,NA,1,"10",0.265231607827229,0.0924887712712081,0.0924887712712081
2,11,49,"FD",0.05,430,180,15,-9.420842276,6.9607495764,17,4.34,20.23,2.11,82,6.2,6.1,0.0666666666666667,0.0030190776,0.0029224734,3.22014000000002e-05,7.1,NA,NA,"o","ALIVE",175,NA,1,"4",0.139642896474881,0.046460297648991,0.046460297648991
2,11,51,"FD",0.05,430,180,15,-10.69714255,8.8622115453,17,2.95,22.05,2.11,82,5.9,5.7,0,0.0027339774,0.0025517646,6.07376e-05,8.3,NA,NA,"i","ALIVE",177,NA,1,"8",0.294005399502421,0.0945519818323596,0.0945519818323596
2,11,60,"FD",0.05,430,180,15,-1.767559024,2.6855588822,17,12.24,16.43,2.11,82,6.8,6.4,0.0999999999999999,0.0036316896,0.0032169984,0.0001382304,7.8,6.4,0.466666666666667,"o","ALIVE",186,20,1,"13",0.554554947806859,0.188993634606021,0.188993634606021
2,11,62,"FD",0.05,430,180,15,-2.101949673,4.5895239275,17,11.79,18.31,2.11,82,6.1,5.8,0,0.0029224734,0.0026420856,9.34625999999999e-05,NA,NA,NA,"o","ALIVE",188,21,1,"11",0.439835308323318,0.142687917412962,0.142687917412962
2,11,63,"FD",0.05,430,180,15,-2.101949673,4.5895239275,17,11.79,18.31,2.11,82,6,5.9,0,0.00282744,0.0027339774,3.11541999999999e-05,NA,NA,NA,"o","ALIVE",189,20,1,"3",0.142604333013382,0.04666023928867,0.04666023928867
2,11,65,"FD",0.05,430,180,15,1.8169059678,3.4681941287,17,15.77,17.43,2.11,82,7.7,7.2,0,0.0046566366,0.0040715136,0.000195041,9.5,NA,NA,"i","ALIVE",191,18,1,"15",0.646452217851609,0.233695619630336,0.233695619630336
2,11,68,"FD",0.05,430,180,15,2.7453552569,7.0181352433,17,16.48,21.03,2.11,82,8,7.2,0.1,0.00502656,0.0040715136,0.0003183488,NA,NA,NA,"i","ALIVE",194,NA,1,"16",1.05514885490947,0.381441440899985,0.381441440899985
2,11,74,"FD",0.05,430,180,15,-8.443799727,8.6843179268,17,5.21,22.01,2.11,82,7,6.5,0.0666666666666667,0.00384846,0.003318315,0.000176715,7.9,NA,NA,"o","ALIVE",200,NA,1,"14",0.691350063168841,0.237449869933779,0.237449869933779
2,11,85,"FD",0.05,430,180,15,10.9890639,7.6460427206,17,24.67,22.16,2.11,82,6,5.7,0,0.00282744,0.0025517646,9.18917999999999e-05,NA,NA,NA,"o","ALIVE",209,NA,1,"11",0.444809893212714,0.143050627686027,0.143050627686027
2,11,89,"FD",0.05,430,180,15,8.2561276246,5.8795888402,17,22.05,20.23,2.11,82,5.9,5.8,0,0.0027339774,0.0026420856,3.06306000000002e-05,NA,NA,NA,"o","ALIVE",212,NA,1,"3",0.144147706089156,0.0467632670513073,0.0467632670513073
2,11,94,"FD",0.05,430,180,15,9.21372518,-0.74121979,17,23.41,13.68,2.11,82,7.4,7,0.0666666666666664,0.0043008504,0.00384846,0.0001507968,NA,NA,NA,"i","ALIVE",215,NA,1,"14",0.523163730644103,0.186477355644994,0.186477355644994
2,11,103,"FD",0.05,430,180,15,8.9289957577,-8.017408982,17,23.57,6.4,2.11,82,6.5,6,0.133333333333333,0.003318315,0.00282744,0.000163625,NA,NA,NA,"i","ALIVE",220,NA,1,"14",0.728839600395883,0.240492122984751,0.240492122984751
2,11,110,"FD",0.05,430,180,15,5.2316256368,1.9669314662,17,19.27,16.14,2.11,82,7,6.7,0.0999999999999999,0.00384846,0.0035256606,0.0001075998,NA,NA,NA,"o","ALIVE",226,NA,1,"12",0.400772760356584,0.139753253648774,0.139753253648774
2,11,111,"FD",0.05,430,180,15,5.5993792413,4.0483630136,17,19.51,18.24,2.11,82,7.2,6.6,0.0666666666666667,0.0040715136,0.0034212024,0.0002167704,NA,NA,NA,"i","ALIVE",227,NA,1,"15",0.827322455841814,0.286331155102407,0.286331155102407
2,11,116,"FD",0.05,430,180,15,2.7502674519,-3.221262975,17,17.11,10.81,2.11,82,5.8,5.7,0,0.0026420856,0.0025517646,3.01069999999998e-05,NA,NA,NA,"o","ALIVE",232,23,1,"3",0.145735435098182,0.0468684392703504,0.0468684392703504
2,11,448,"FD",0.05,430,180,15,-2.768867825,-1.89185094,17,11.52,11.8,2.11,82,6,5.8,0,0.00282744,0.0026420856,6.17848e-05,NA,NA,NA,"o","ALIVE",238,18,1,"8",0.290759475530261,0.0943259061889611,0.0943259061889611
2,11,449,"FD",0.05,430,180,15,-2.230913618,4.9380469556,17,11.64,18.65,2.11,82,6.5,6.2,0,0.003318315,0.0030190776,9.97457999999999e-05,NA,NA,NA,"o","ALIVE",239,19,1,"12",0.421298345026875,0.141315139477108,0.141315139477108
2,11,451,"FD",0.05,430,180,15,7.2507866185,-5.97114065,17,21.77,8.34,2.11,82,5.6,5.3,0,0.0024630144,0.0022061886,8.56085999999998e-05,NA,NA,NA,"o","ALIVE",240,NA,1,"11",0.46627765951183,0.144590129103847,0.144590129103847
